abb,rival,is_local,base_puntos,base_x3pt,base_rebotes,base_asistencias,base_valoracion,alero_puntos,alero_x3pt,alero_rebotes,alero_asistencias,alero_valoracion,pivot_puntos,pivot_x3pt,pivot_rebotes,pivot_asistencias,pivot_valoracion,base_puntos_encontra,base_x3pt_encontra,base_rebotes_encontra,base_asistencias_encontra,base_valoracion_encontra,alero_puntos_encontra,alero_x3pt_encontra,alero_rebotes_encontra,alero_asistencias_encontra,alero_valoracion_encontra,pivot_puntos_encontra,pivot_x3pt_encontra,pivot_rebotes_encontra,pivot_asistencias_encontra,pivot_valoracion_encontra,num_jornada,id_match,matchweek_number,logo_cuadrado,logo_rival
RMB,BKN,Visitante,9,1,2,5,11,8.4,0.8,1.6,1.4,6,8.2,1,2.5,0.5,10.5,9.8,0.5,3.2,3.2,15.8,9.5,1.2,1.2,1.2,7,3.7,0,0.7,0.3,1.7,2,104476,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BKN.png
RMB,BUR,Local,7.5,0.5,0.5,2.5,3,8.5,1.2,2.3,1.5,10,6.7,0,4.7,1,11.3,4.5,0,1.5,1.5,5,4.2,0.5,2.7,2.2,5.8,11.5,0.5,4,0.5,9,3,104482,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
RMB,BAX,Local,10,1,2,3.5,9,3.8,0.4,1.2,0.6,-0.4,9.6,0.4,6.4,0.2,16.2,7.7,0.3,1.7,3,1.7,5,0.5,2,0.2,3.2,6.4,0.2,3.2,0.4,6.8,4,104494,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
RMB,CAZ,Visitante,5.3,0.3,2.7,4.3,9.7,7.2,0.7,2.5,1,6.8,12,0.3,6.3,0.7,17,12.5,2,1.5,1.5,6,6.3,0.3,2.7,0.8,7,4.8,0,4.2,0.6,4,5,104500,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/CAZ.png
RMB,JOV,Visitante,10,1.3,2.3,2.7,8,4.8,0.6,2.4,0.8,4.2,6.5,0,4.8,1,10.2,9,1.3,2.3,2,6.3,4,0.2,1.5,1.2,3.2,6.4,0,3.4,0.8,8,6,104512,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
RMB,SBB,Local,12.5,0,2.5,3,16.5,6.8,0.5,2.5,0.5,6.2,4,0.2,4.8,0.5,7.5,10.5,1,4,3.5,11.5,7.5,1.2,3.2,0.8,2.2,3.2,0.2,2.8,0.8,4,7,104519,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png
SBB,Todos,Todas,8,1,3,4,12,8,1,2,1,5,6,0,3,1,7,6,0,2,3,8,7,1,2,1,7,7,0,4,1,8,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,Todos,Todas Local,10,1,2,5,14,8,1,2,2,7,7,0,4,1,8,4,0,2,3,4,7,1,2,1,6,7,0,3,1,6,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,Todos,Todas  Visitante,7,1,4,3,9,7,1,2,1,3,5,0,3,1,6,8,0,2,4,11,7,1,3,1,7,8,1,4,1,9,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,UNI,Visitante,4.5,0,3.5,2,4,5.6,0.6,2,0.8,3.4,6.2,0.6,2.2,1,7.8,5,0.7,0.7,3,6,7.5,0.8,2,2,6.5,8.2,0.4,5,1.8,10.4,1,104459,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png
SBB,BUR,Local,12,1,3,2.5,14.5,6.4,0.2,2.6,2.6,5.8,7.8,0.6,3.8,0,7.2,3,0.5,1,1,1.5,9,0.8,3,2,7.2,6.2,0,3.2,1,6.8,2,104475,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
SBB,JOV,Visitante,8.5,1,2.5,3.5,13.5,6.2,1,2.2,2,3.8,4.2,0.2,2.6,0.2,3.2,6,0.7,2.7,4.3,11.3,8.8,1.5,3,2.5,9.5,11.2,0.8,3.2,1.8,12.5,3,104481,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
SBB,MBA,Local,9.5,1,2.5,3.5,8.5,7.8,1.4,1.6,0.6,6.4,5.8,0.2,5,1,8.5,5,0.3,1,4.3,6.7,6,1.2,2,0.8,5.5,6.4,0.2,2.8,0.2,6,4,104492,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
SBB,BAX,Visitante,5.5,0.5,4,3,8.5,8.6,1.4,1.6,0.8,3.6,5.8,0,4.8,1,8.2,8,0,2.3,5,9.3,5.5,0.2,3,0.8,7.2,6.6,0.8,4,0.2,6.4,5,104495,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
SBB,CAZ,Local,9,0.5,2,9,20,10.6,2.6,2,1.4,9.2,7,0.4,2.8,0.8,8.4,4.5,0.5,2.5,3,4.5,5.7,0.5,2,1.2,5.5,7.2,0.2,3.2,0.8,6.2,6,104511,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/CAZ.png
SBB,RMB,Visitante,10.5,1,4,3.5,11.5,7.5,1.2,3.2,0.8,2.2,3.2,0.2,2.8,0.8,4,12.5,0,2.5,3,16.5,6.8,0.5,2.5,0.5,6.2,4,0.2,4.8,0.5,7.5,7,104519,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png
UCM,Todos,Todas,13,2,2,3,11,7,1,4,2,7,5,0,3,0,6,6,0,1,3,6,8,1,3,1,8,6,0,3,1,6,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,Todos,Todas Local,13,2,2,3,12,7,1,4,2,8,5,0,3,1,6,7,0,1,3,6,8,1,3,1,8,5,0,3,0,5,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,Todos,Todas  Visitante,14,1,2,2,11,6,1,3,1,6,6,1,3,0,7,5,0,1,3,5,8,1,3,1,9,7,0,3,1,8,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,MBA,Local,8.5,2.5,3,5.5,8.5,10.4,1.4,3.6,2.4,12.2,5.2,0.4,3,1.4,7.4,3.5,0,1.5,3,4,8,1.7,2,0.7,8.3,5.2,0,2.2,0.4,3.6,1,104466,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
UCM,GIR,Visitante,13.5,2,3,2,11,7.6,1,3.6,0.8,8.4,5.6,0.4,2.8,0.2,6.8,3.8,0.2,1,2.5,2,10.2,1.5,3.8,0.5,9.2,3.8,0.2,4.2,1,4.2,2,104468,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/GIR.png
UCM,LLT,Visitante,15.5,1.5,1.5,0.5,12.5,5.6,0,2.2,1.2,4.2,4.2,0.2,2,0.4,5.4,8,0.7,0.7,2.7,7.7,9.5,1.5,3.5,1.5,12.2,7.8,0.5,2.3,1.7,9.8,3,104478,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
UCM,BKN,Local,18,2,3,3,19.5,4.8,0.4,4.4,1.2,6.6,5.8,0.4,2,0.4,4.8,9.5,0.5,1,1,8.5,8,0.6,5,0.6,7.6,2,0,2.3,1,3.3,4,104491,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BKN.png
UCM,BAR,Visitante,12.5,0.5,1,5,8.5,3.4,0.6,4.6,2.4,6.4,7.8,1,3,0.2,8,4.5,0.5,1,2.5,5,5.3,0.7,3,1,4.5,9.2,0,3,0.2,10.2,5,104501,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
UCM,BAX,Local,13,1.5,1,2.5,12,7,0.4,3.2,1.2,6.4,4.6,0,3.6,0.4,4.8,8.3,0.3,2,3.3,6.7,4,0.5,1.8,0.8,3,4.8,0.4,3,0.4,4.8,6,104504,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
UCM,BRE,Local,12.5,2,1.5,1.5,7.5,6.8,0.8,3,1.4,7,4.8,0.6,2.4,0.4,5.2,5,0.3,1.3,3.3,5.7,12.2,1.8,4.5,1,14.5,8,0.2,5,0.2,7.2,7,104520,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BRE.png
UNI,Todos,Todas,6,1,2,3,7,7,1,2,2,6,8,1,4,1,8,7,1,2,3,8,7,1,3,1,7,6,1,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,Todos,Todas Local,6,1,2,3,8,7,1,2,2,6,8,1,4,1,9,6,1,3,2,6,7,1,3,1,6,5,0,2,1,6,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,Todos,Todas  Visitante,5,1,2,2,6,7,1,2,2,6,8,1,3,1,7,8,1,2,4,9,7,1,2,1,8,7,1,3,1,8,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,SBB,Local,5,0.7,0.7,3,6,7.5,0.8,2,2,6.5,8.2,0.4,5,1.8,10.4,4.5,0,3.5,2,4,5.6,0.6,2,0.8,3.4,6.2,0.6,2.2,1,7.8,1,104459,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png
UNI,DGC,Visitante,5.7,0.7,2,2,6.3,5,0.3,1,1.7,3,8.2,1,3.3,1,10.2,4.5,1,2.5,4.5,8,7.2,0.5,2.5,1.8,5.5,6.8,1.2,3.6,0.6,7.4,2,104470,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/DGC.png
UNI,BAR,Local,6.5,0.5,3.5,2.5,11,5.5,0.2,2.2,0.8,1.2,7,0.5,3.7,0.5,7,8,2,3,2,8.5,7.8,0.6,3.8,1.2,9,5.6,0,2,0.4,6.6,3,104485,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
UNI,LLT,Visitante,4.7,0.7,2,4,6.7,8,1.3,3,1.7,7.3,8.2,0.4,3.8,0.2,8.4,12,1.5,1,4,11.5,6.6,1.6,2.2,1.4,8,7.7,0.8,2.2,2,9.7,4,104488,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
UNI,GIR,Local,6.7,1.3,2,3,8.3,8.3,0.7,3.3,2.7,10,8.3,1,4.2,0.7,9.3,6,1.5,1.2,2.5,5.8,7.5,1,2.8,0.8,4.2,4.2,0.2,3.2,0.2,4.5,5,104496,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/GIR.png
UNI,MBA,Visitante,5,0.7,1,1.3,5.3,7.2,0.8,1.2,2,5.2,6,0.4,2.6,0.6,5.6,6,0.3,2,3,7.3,8,1.5,2.8,1.8,9.5,9.6,0.8,3.8,1,11.4,6,104507,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
UNI,CAZ,Visitante,5.7,1.3,1.7,2.3,6.3,7.8,1.5,2.2,2,7,7.6,1,3,0.8,5.2,9,0,0.5,3,7.5,7,0.5,2.2,0.3,7.7,3.8,0.2,2.8,0.6,4.4,7,104514,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/CAZ.png
VBC,Todos,Todas,10,1,2,4,13,7,1,3,1,7,9,1,4,1,12,6,1,1,3,4,8,2,2,1,7,6,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas Local,10,1,2,4,13,7,1,3,1,7,9,1,4,1,13,7,1,2,3,5,8,1,3,1,7,7,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas  Visitante,9,1,2,4,12,7,1,3,2,7,9,1,4,1,11,5,1,1,3,4,9,2,2,1,7,5,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,BAR,Local,9,1.5,3,5,14.5,6.8,1,2.4,1.8,5.6,10.2,1,3.8,1.2,13.5,4.5,0.5,1.5,3,2.5,8.3,1.2,3,0.8,7.2,5.5,0.2,3,1.2,7.8,1,104467,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
VBC,BRE,Visitante,11,1.5,4,6,18,8.2,1.8,2.4,1.8,7.6,12,1.8,4.5,1.2,14.2,5.7,0.3,2,3.3,6.7,12.8,2.8,1.5,0.5,8.8,4.4,0.6,3.4,1,4.8,2,104474,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BRE.png
VBC,HIO,Visitante,11.5,0.5,2,4,14.5,6.2,0.5,3.2,1,6.8,9.8,2,3.8,0.8,10.8,3,1,0,2,2,8,0.9,2.1,1.1,3.9,4.8,0,3.2,0.8,6.8,3,104483,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/HIO.png
VBC,JOV,Local,11,1.7,2,2.7,12,5.8,0.6,1.6,1.6,7.4,10,1,4.5,1.5,14.8,7,1,1,3.3,8.7,11.2,2.2,3,1.5,10,6,0.2,2,0.8,3.5,4,104493,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
VBC,BUR,Local,11.7,2,2.3,4.3,17,5.5,0.5,4.5,1,2.8,8.6,0.8,3.6,1.6,12.6,5.3,1,2.3,3.7,3,6.4,1.2,4,1,6,8.5,0.2,3.2,1.2,8.2,5,104502,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
VBC,COV,Visitante,5.7,1,1.3,2,4.7,7.5,1.5,3,1.8,7.2,6.4,0.6,4.4,1.2,7,7.5,1.5,1.5,3,4,7.6,1.4,2.6,1.2,8.6,6.4,0.6,3.2,1.4,9.2,6,104510,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/COV.png
VBC,LLT,Local,7.5,0,1.5,3.5,8.5,9,1,2.4,1.4,10.6,7.2,0.6,2.8,1.2,9.4,9.5,1.5,2,3,4.5,4.8,1.2,1,0.6,4.4,6.5,0.7,2.5,1.3,7.3,7,104518,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
